iter	Accuracy	MultiClass
270	0.9896004522	0.5158921
271	0.9896004522	0.5143923268
272	0.9896004522	0.5128811328
273	0.9896004522	0.51133733
274	0.9896004522	0.5097270479
275	0.9896004522	0.5084098533
276	0.9896004522	0.5069074259
277	0.9896004522	0.5052179571
278	0.9896004522	0.5036695062
279	0.9896004522	0.5021290508
280	0.9924136682	0.5005378042
281	0.9924136682	0.4989986059
282	0.9924136682	0.4974975476
283	0.9924136682	0.4960236252
284	0.9924136682	0.4945388399
285	0.9924136682	0.4929998975
286	0.9924136682	0.4916460641
287	0.9924136682	0.490356318
288	0.9924136682	0.488949335
289	0.9924136682	0.4874284553
290	0.9924136682	0.486080575
291	0.9924136682	0.4846758154
292	0.9924136682	0.4832440213
293	0.9924136682	0.4818743111
294	0.9924136682	0.4805097834
295	0.9924136682	0.4790676996
296	0.9924136682	0.4777609087
297	0.9924136682	0.4763449783
298	0.9924136682	0.4748907734
299	0.9924136682	0.4735514347
300	0.9924136682	0.4725831164
301	0.9924136682	0.4711785954
302	0.9924136682	0.4698038572
303	0.9924136682	0.4685994041
304	0.9924136682	0.4672447598
305	0.9924136682	0.4658200969
306	0.9924136682	0.4643052578
307	0.9924136682	0.4628661929
308	0.9924136682	0.4615326434
309	0.9952268842	0.4602156814
310	0.9952268842	0.4589905611
311	0.9952268842	0.457700794
312	0.9952268842	0.4564539101
313	0.9952268842	0.4554019184
314	0.9952268842	0.4540603606
315	0.9952268842	0.4527765355
316	0.9952268842	0.4515078749
317	0.9952268842	0.4502644428
318	0.9952268842	0.4490091139
319	0.9952268842	0.4479900716
320	0.9952268842	0.44673678
321	0.9952268842	0.4455049651
322	0.9952268842	0.4442536649
323	0.9952268842	0.4430521594
324	0.9952268842	0.4418125698
325	0.9952268842	0.4405893054
326	0.9952268842	0.4393706471
327	0.9952268842	0.4382234099
328	0.9952268842	0.436944041
329	0.9952268842	0.4359852529
330	0.9952268842	0.4347824662
331	0.9952268842	0.4335660592
332	0.9976134421	0.4323774503
333	0.9976134421	0.4312180591
334	0.9976134421	0.4300811326
335	0.9976134421	0.4289063375
336	0.9976134421	0.4276829367
337	0.9976134421	0.4266516918
338	0.9976134421	0.4254917132
339	0.9976134421	0.4242853282
340	0.9976134421	0.4230994087
341	0.9976134421	0.4220514885
342	0.9976134421	0.4208835953
343	0.9976134421	0.4197596416
344	0.9976134421	0.4186258602
345	0.9976134421	0.4176320549
346	0.9976134421	0.4165004787
347	0.9976134421	0.4153341169
348	0.9976134421	0.4143356537
349	0.9976134421	0.4132429945
350	0.9976134421	0.4120220272
351	0.9976134421	0.4110005943
352	0.9976134421	0.4099704785
353	0.9976134421	0.4089003266
354	0.9976134421	0.4077726762
355	0.9976134421	0.4070844092
356	0.9976134421	0.4062356375
357	0.9976134421	0.4055771321
358	0.9976134421	0.4048021149
359	0.9976134421	0.4036571444
360	0.9976134421	0.4026106812
361	0.9976134421	0.4016260421
362	0.9976134421	0.4005814909
363	0.9976134421	0.3995495528
364	0.9976134421	0.3983806565
365	0.9976134421	0.397496688
366	0.9976134421	0.3964600267
367	0.9976134421	0.3953410246
368	0.9976134421	0.3943631797
369	0.9976134421	0.3934824806
370	0.9976134421	0.392456189
371	0.9976134421	0.3914248373
372	0.9976134421	0.3906308743
373	0.9976134421	0.3896436291
374	0.9976134421	0.388749758
375	0.9976134421	0.3877169126
376	0.9976134421	0.3867668823
377	0.9976134421	0.3857542851
378	0.9976134421	0.3847318764
379	0.9976134421	0.3837962273
380	0.9976134421	0.3829083799
381	0.9976134421	0.3818769498
382	0.9976134421	0.3810284261
383	0.9976134421	0.3800687264
384	0.9976134421	0.3791773724
385	0.9976134421	0.3781971365
386	0.9976134421	0.3772586875
387	0.9976134421	0.3763841002
388	0.9976134421	0.3754574409
389	0.9976134421	0.3744673608
390	0.9976134421	0.3736220727
391	0.9976134421	0.3728213899
392	0.9976134421	0.3719006346
393	0.9976134421	0.3710050244
394	1	0.3700840606
395	1	0.3694727397
396	1	0.3685388486
397	1	0.3676755385
398	1	0.3667362015
399	1	0.3659975067
400	1	0.3651375132
401	1	0.3642993489
402	1	0.3634202889
403	1	0.36258898
404	1	0.361649726
405	1	0.3608372448
406	1	0.359954706
407	1	0.3591329249
408	1	0.3583331969
409	1	0.3574940231
410	1	0.356688453
411	1	0.3558353048
412	1	0.3549039156
413	1	0.3540323145
414	1	0.353148689
415	1	0.3523310875
416	1	0.3514628764
417	1	0.3506397401
418	1	0.349803656
419	1	0.3489351401
420	1	0.3482151906
421	1	0.34767863
422	1	0.3468168856
423	1	0.3459401
424	1	0.3451460537
425	1	0.3443703365
426	1	0.343587223
427	1	0.3426910926
428	1	0.3418480297
429	1	0.3411664286
430	1	0.3408471031
431	1	0.3399065482
432	1	0.3391595859
433	1	0.3383478558
434	1	0.3374147
435	1	0.3366607683
436	1	0.3358047488
437	1	0.3350281282
438	1	0.3341701381
439	1	0.333335507
440	1	0.3324525905
441	1	0.3316695122
442	1	0.3308699579
443	1	0.3300041679
444	1	0.3292460253
445	1	0.3284942864
446	1	0.3277499093
447	1	0.3269554399
448	1	0.3262414973
449	1	0.3255504654
450	1	0.3248497682
451	1	0.3241422963
452	1	0.3234265718
453	1	0.3225163823
454	1	0.3217392531
455	1	0.3211184294
456	1	0.3202203864
457	1	0.3194998047
458	1	0.3188151111
459	1	0.3183688728
460	1	0.3176560109
461	1	0.3169813165
462	1	0.3164472524
463	1	0.3156933526
464	1	0.3150046969
465	1	0.3142664444
466	1	0.3135548408
467	1	0.312770072
468	1	0.3120901461
469	1	0.311557516
470	1	0.3109220585
471	1	0.3102584469
472	1	0.309491493
473	1	0.3090491774
474	1	0.3083424809
475	1	0.3077164002
476	1	0.3070381974
477	1	0.3065268692
478	1	0.3058623885
479	1	0.3051665786
480	1	0.304533153
481	1	0.3038811747
482	1	0.3032709
483	1	0.3025335679
484	1	0.3018319473
485	1	0.3011517871
486	1	0.3004611591
487	1	0.2998127886
488	1	0.2990494417
489	1	0.2984363444
490	1	0.2978209081
491	1	0.2972098884
492	1	0.2965426362
493	1	0.2958951959
494	1	0.295237433
495	1	0.2945723035
496	1	0.2939433704
497	1	0.2933398672
498	1	0.2927489921
499	1	0.29211639
500	1	0.2915070489
501	1	0.2908888483
502	1	0.2901437834
503	1	0.2896116361
504	1	0.2892659626
505	1	0.2886886962
506	1	0.2881102482
507	1	0.2877200793
508	1	0.2871181423
509	1	0.2864820628
510	1	0.2859760687
511	1	0.2853847975
512	1	0.2849929695
513	1	0.284395215
514	1	0.2837688378
515	1	0.2831162417
516	1	0.2825462343
517	1	0.2818559352
518	1	0.281274651
519	1	0.2806907033
520	1	0.2800937626
521	1	0.279543419
522	1	0.2788937142
523	1	0.2783061342
524	1	0.2776953304
525	1	0.2771080665
526	1	0.2765511162
527	1	0.2759400937
528	1	0.2753551672
529	1	0.2747522099
530	1	0.2741221436
531	1	0.2735275485
532	1	0.2729579702
533	1	0.2726655305
534	1	0.2721113267
535	1	0.2714851812
536	1	0.2708953471
537	1	0.2703616346
538	1	0.2698439278
539	1	0.2693459689
540	1	0.2687407028
541	1	0.2680577572
542	1	0.2675152442
543	1	0.2669477095
544	1	0.2664799108
545	1	0.2661594991
546	1	0.2655788418
547	1	0.2652461772
548	1	0.2647206756
549	1	0.2642281708
550	1	0.2636893421
551	1	0.2631679153
552	1	0.2626712218
553	1	0.2622835006
554	1	0.2618705271
555	1	0.2613347467
556	1	0.2608177687
557	1	0.2602449275
558	1	0.2597059735
559	1	0.2593729419
560	1	0.2588900978
561	1	0.258391105
562	1	0.25789059
563	1	0.2574091693
564	1	0.2568587224
565	1	0.2563910994
566	1	0.2558497493
567	1	0.2553489243
568	1	0.2548950213
569	1	0.2544908618
570	1	0.2539476285
571	1	0.2534318723
572	1	0.2529465135
573	1	0.2524317076
574	1	0.2519237556
575	1	0.2514483701
576	1	0.2509215056
577	1	0.2506401018
578	1	0.2500668447
579	1	0.2495710777
580	1	0.2490907377
581	1	0.2486714106
582	1	0.2482392245
583	1	0.2479815936
584	1	0.2475063229
585	1	0.2469990711
586	1	0.2465585482
587	1	0.2460611337
588	1	0.2455597049
589	1	0.2450662792
590	1	0.2445292441
591	1	0.2440933759
592	1	0.2436566484
593	1	0.2431026813
594	1	0.2425972736
595	1	0.2421510166
596	1	0.2417062823
597	1	0.2413715823
598	1	0.2409742247
599	1	0.240630995
600	1	0.2401864372
601	1	0.2396958468
602	1	0.2392157343
603	1	0.2387444307
604	1	0.2383216035
605	1	0.237886991
606	1	0.2376623182
607	1	0.2372759186
608	1	0.2370172927
609	1	0.2365892111
610	1	0.2361354909
611	1	0.2356832071
612	1	0.2352337663
613	1	0.2347963589
614	1	0.2343427279
615	1	0.2338866012
616	1	0.2333929744
617	1	0.2330007436
618	1	0.232571046
619	1	0.232172633
620	1	0.2317281472
621	1	0.231280241
622	1	0.2308988019
623	1	0.2304598985
624	1	0.229989246
625	1	0.2296240003
626	1	0.2291967218
627	1	0.2287818553
628	1	0.2283598611
629	1	0.2279539662
630	1	0.2276028553
631	1	0.2273842288
632	1	0.2269213252
633	1	0.2264776045
634	1	0.2260341582
635	1	0.2255648286
636	1	0.2251379795
637	1	0.224894356
638	1	0.2243995885
639	1	0.2241939897
640	1	0.2238710929
641	1	0.2234485232
642	1	0.2230458934
643	1	0.2226578664
644	1	0.2222920567
645	1	0.222079416
646	1	0.2216454054
647	1	0.2212672937
648	1	0.2210035743
649	1	0.2206096295
650	1	0.2202060239
651	1	0.2197717513
652	1	0.2193350986
653	1	0.2189469037
654	1	0.2185636728
655	1	0.2181796472
656	1	0.2177904747
657	1	0.2175129599
658	1	0.2171082094
659	1	0.2167422623
660	1	0.2163847512
661	1	0.2159944592
662	1	0.215732585
663	1	0.2153566009
664	1	0.215054822
665	1	0.2146717133
666	1	0.2144009352
667	1	0.2140880976
668	1	0.213719179
669	1	0.213449377
670	1	0.2130814959
671	1	0.2127031846
672	1	0.2123569966
673	1	0.2119396298
674	1	0.2116188899
675	1	0.2113393762
676	1	0.2109574915
677	1	0.2105585007
678	1	0.2101993479
679	1	0.209788905
680	1	0.20953252
681	1	0.2091685667
682	1	0.2089930845
683	1	0.2087109586
684	1	0.2083157687
685	1	0.2079264809
686	1	0.2075715157
687	1	0.2073435431
688	1	0.2071160265
689	1	0.206773013
690	1	0.2064143501
691	1	0.2060089468
692	1	0.2056400342
693	1	0.205244566
694	1	0.2048701179
695	1	0.2046252343
696	1	0.2042926265
697	1	0.2039629629
698	1	0.2036058783
699	1	0.2032618526
700	1	0.202926538
701	1	0.2025938601
702	1	0.202442146
703	1	0.2022177784
704	1	0.2018743819
705	1	0.2015317498
706	1	0.2012965795
707	1	0.2008716403
708	1	0.2005337385
709	1	0.2002018835
710	1	0.1999137866
711	1	0.1995441315
712	1	0.1993247892
713	1	0.1991559504
714	1	0.1988582228
715	1	0.1985056619
716	1	0.1981669317
717	1	0.1978237738
718	1	0.1974779446
719	1	0.1971049905
720	1	0.1968090714
721	1	0.1964957204
722	1	0.196170157
723	1	0.1958566527
724	1	0.1956957598
725	1	0.1953147199
726	1	0.1949649114
727	1	0.1947091117
728	1	0.1945509644
729	1	0.1942036183
730	1	0.1938535319
731	1	0.1934998276
732	1	0.1931417999
733	1	0.1927961714
734	1	0.1925854328
735	1	0.1921943274
736	1	0.1918652549
737	1	0.1915613493
738	1	0.1912276211
739	1	0.1909741253
740	1	0.1906304075
741	1	0.1903577848
742	1	0.1901054148
743	1	0.1898156979
744	1	0.1895449801
745	1	0.1892274633
746	1	0.1889063062
747	1	0.188591364
748	1	0.1882675308
749	1	0.1879932656
750	1	0.1876710852
751	1	0.1874840341
752	1	0.187141256
753	1	0.1868305208
754	1	0.1865861174
755	1	0.1863001491
756	1	0.185989631
757	1	0.185669303
758	1	0.1854445853
759	1	0.1851329607
760	1	0.1848445004
761	1	0.184596716
762	1	0.1842717985
763	1	0.1839797125
764	1	0.1836858968
765	1	0.1834520592
766	1	0.1832551903
767	1	0.1830917542
768	1	0.1827672552
769	1	0.1825975063
770	1	0.1822703868
771	1	0.1820402422
772	1	0.1818114422
773	1	0.181518349
774	1	0.1812573812
775	1	0.1809932262
776	1	0.1808756391
777	1	0.1806869739
778	1	0.1804087136
779	1	0.1801367068
780	1	0.1798503406
781	1	0.1795722001
782	1	0.1794017535
783	1	0.179094198
784	1	0.178848777
785	1	0.178560514
786	1	0.1784018336
787	1	0.1781334041
788	1	0.1779474233
789	1	0.1776587197
790	1	0.1774531385
791	1	0.177141184
792	1	0.17683858
793	1	0.1765830591
794	1	0.1764042041
795	1	0.1761432623
796	1	0.175873386
797	1	0.175613498
798	1	0.1753941672
799	1	0.1751153536
